test_acc,test_acc,test_auc,test_auc,positive_class_ratio,negative_class_ratio
mean,std,mean,std,mean,mean
0.489814817905426,0.054769823384217514,0.4927513227513227,0.0654042010807065,0.41666666666666663,0.5833333333333333
0.5451851963996888,0.055233629783028336,0.29162962962962957,0.09407639268571218,0.33333333333333337,0.6666666666666667
0.7827067732810974,0.04489644412503463,0.8131266149870802,0.09086092186579267,0.3233082706766917,0.6766917293233082
0.6401574790477753,0.07013818243110703,0.7355691056910569,0.06031612484387359,0.35433070866141725,0.6456692913385825
0.7439024448394775,0.08059768278701553,0.784957264957265,0.1282598314584399,0.3658536585365853,0.6341463414634145
0.7567164182662964,0.06255611835947997,0.8139700374531836,0.07073967447821403,0.33582089552238814,0.6641791044776121
0.51652891933918,0.04429183441945498,0.3932017543859649,0.05315127910062526,0.3719008264462809,0.6280991735537189
0.4593984991312027,0.07396244163710858,0.3627651515151515,0.07412376016703019,0.3383458646616541,0.6616541353383457
